,id,neighbourhood_group_cleansed,room_type,price,calculated_host_listings_count,availability_365,bedrooms,bathrooms,beds,accommodates,host_is_superhost,log_price
28309,922665961458727772,Brooklyn,Entire home/apt,230.0,1,305,1.0,1.0,1.0,3,False,2.361727836017593
28311,922748405120763971,Brooklyn,Private room,55.0,7,7,1.0,1.0,1.0,1,False,1.7403626894942439
28312,922763290425504533,Brooklyn,Entire home/apt,118.0,2,324,1.0,1.0,2.0,4,True,2.0718820073061255
28313,928500961130701633,Brooklyn,Private room,55.0,4,365,1.0,1.0,1.0,1,True,1.7403626894942439
28314,924803898227764218,Manhattan,Entire home/apt,70.0,1,274,1.0,1.0,1.0,2,False,1.845098040014257
28315,924865714349459795,Bronx,Private room,38.0,2,221,1.0,1.0,1.0,1,False,1.5797835966168101
28316,925233576688659924,Brooklyn,Private room,285.0,1,268,1.0,1.5,1.0,2,False,2.45484486000851
28317,925243479022156915,Brooklyn,Entire home/apt,430.0,1,363,1.0,1.0,1.0,2,False,2.6334684555795866
28318,925287509500728814,Brooklyn,Private room,69.0,1,87,1.0,0.5,1.0,2,False,1.8388490907372552
28319,925307278101325712,Brooklyn,Private room,37.0,5,364,1.0,1.0,1.0,2,True,1.568201724066995
28320,925308290525929449,Brooklyn,Private room,37.0,5,364,1.0,1.0,1.0,2,True,1.568201724066995
28321,925309296990217157,Brooklyn,Private room,37.0,5,364,1.0,1.0,1.0,2,True,1.568201724066995
28322,925332909222963253,Manhattan,Entire home/apt,201.0,4,272,1.0,1.0,1.0,2,False,2.303196057420489
28323,928513545611321046,Brooklyn,Private room,49.0,4,224,1.0,1.0,1.0,2,True,1.6901960800285136
28324,928632961796271539,Manhattan,Entire home/apt,173.0,2,210,1.0,1.0,1.0,3,False,2.2380461031287955
28325,928901300696495576,Manhattan,Entire home/apt,634.0,74,230,2.0,2.5,2.0,4,True,2.802089257881733
28326,928984413131741043,Manhattan,Entire home/apt,53.0,143,188,1.0,1.0,1.0,1,True,1.724275869600789
28327,929040557409885468,Brooklyn,Hotel room,344.0,242,212,1.0,1.0,1.0,2,False,2.53655844257153
28328,929041589928050032,Brooklyn,Hotel room,324.0,242,170,1.0,1.0,1.0,2,False,2.510545010206612
28329,929084397482773644,Manhattan,Entire home/apt,130.0,176,242,1.0,1.0,1.0,2,False,2.113943352306837
28330,929111862514004700,Brooklyn,Entire home/apt,260.0,1,54,1.0,1.0,1.0,3,False,2.4149733479708178
28331,923119089004402776,Brooklyn,Private room,59.0,4,182,4.0,2.0,1.0,2,False,1.7708520116421442
28332,923173058644795452,Manhattan,Entire home/apt,180.0,236,336,1.0,1.0,1.0,3,False,2.255272505103306
28333,932865847860645621,Brooklyn,Entire home/apt,77.0,1,292,2.0,1.0,1.0,4,True,1.8864907251724818
28334,932886366776445764,Manhattan,Private room,79.0,2,364,1.0,1.0,1.0,2,False,1.8976270912904414
28335,932893071035345056,Brooklyn,Private room,164.0,1,204,1.0,1.5,2.0,3,True,2.214843848047698
28336,933199939452228087,Manhattan,Entire home/apt,429.0,2,263,1.0,1.0,2.0,3,False,2.6324572921847245
28337,933229024126753803,Brooklyn,Entire home/apt,175.0,1,269,2.0,1.0,2.0,2,False,2.2430380486862944
28338,933237475965833822,Brooklyn,Entire home/apt,88.0,1,214,1.0,1.0,1.0,2,False,1.9444826721501687
28339,933280384834396281,Manhattan,Hotel room,135.0,242,322,1.0,1.0,1.0,2,False,2.130333768495006
28340,933281852150198942,Manhattan,Hotel room,650.0,242,351,1.0,1.0,2.0,4,False,2.8129133566428557
28344,925469920044846942,Bronx,Private room,58.0,1,365,1.0,1.0,1.0,2,False,1.7634279935629373
28345,925671449931187449,Queens,Private room,47.0,4,280,1.0,1.5,1.0,3,True,1.6720978579357175
28347,925724714155045793,Brooklyn,Private room,83.0,10,120,1.0,2.0,2.0,4,False,1.919078092376074
28350,926036116549614478,Brooklyn,Entire home/apt,179.0,1,157,1.0,1.0,1.0,2,False,2.2528530309798933
28351,929162167006449291,Manhattan,Entire home/apt,196.0,1,273,1.0,1.0,1.0,2,True,2.292256071356476
28352,929211353348584512,Brooklyn,Entire home/apt,289.0,6,73,3.0,2.0,6.0,12,False,2.4608978427565478
28354,929253135206315104,Queens,Entire home/apt,169.0,1,365,1.0,1.0,2.0,3,False,2.2278867046136734
28355,929287811121217114,Brooklyn,Private room,109.0,4,357,1.0,1.0,1.0,2,True,2.037426497940624
28356,929478160790239391,Manhattan,Entire home/apt,259.0,2,217,1.0,1.0,2.0,4,False,2.413299764081252
28357,929584624748362659,Staten Island,Private room,97.0,1,274,1.0,1.0,1.0,2,True,1.9867717342662448
28358,933284844176319963,Manhattan,Hotel room,480.0,242,350,1.0,1.0,2.0,4,False,2.681241237375587
28359,933317858671778853,Manhattan,Entire home/apt,240.0,236,365,2.0,1.0,2.0,4,False,2.380211241711606
28361,933401156085324658,Brooklyn,Private room,97.0,10,121,1.0,2.0,1.0,2,True,1.9867717342662448
28362,933401164471711683,Brooklyn,Private room,50.0,10,179,1.0,2.0,1.0,2,True,1.6989700043360187
28363,933636516515446771,Staten Island,Entire home/apt,200.0,9,257,3.0,3.0,3.0,6,True,2.3010299956639813
28364,933765874985398884,Manhattan,Entire home/apt,500.0,1194,183,2.0,2.0,2.0,4,False,2.6989700043360187
28365,933904777683447370,Manhattan,Private room,180.0,1,270,1.0,1.0,1.0,2,False,2.255272505103306
28367,926073967935452311,Brooklyn,Private room,70.0,1,270,1.0,1.0,1.0,2,False,1.845098040014257
28368,926080195432822204,Manhattan,Entire home/apt,95.0,2,305,1.0,1.0,1.0,3,False,1.9777236052888478
28369,926108401326308497,Manhattan,Entire home/apt,375.0,1,91,1.0,1.0,2.0,3,True,2.574031267727719
28371,926278118317339832,Brooklyn,Entire home/apt,173.0,2,330,1.0,1.0,1.0,2,False,2.2380461031287955
28372,926312864566891761,Staten Island,Entire home/apt,268.0,1,80,2.0,2.0,2.0,5,True,2.428134794028789
28374,926452997548084866,Brooklyn,Private room,41.0,617,304,4.0,3.0,1.0,1,False,1.6127838567197355
28376,929679138005881467,Brooklyn,Private room,127.0,1,308,1.0,1.0,1.0,2,False,2.103803720955957
28377,929747780149785100,Manhattan,Entire home/apt,207.0,236,365,2.0,1.0,2.0,2,False,2.315970345456918
28378,929862356918731434,Manhattan,Private room,60.0,1,232,1.0,1.0,2.0,1,True,1.7781512503836436
28379,929952582669707937,Manhattan,Entire home/apt,150.0,1,205,1.0,1.0,1.0,2,False,2.1760912590556813
28380,929953648424077129,Brooklyn,Entire home/apt,119.0,3,365,3.0,1.0,2.0,3,False,2.0755469613925306
28381,929978463825862773,Manhattan,Entire home/apt,120.0,1,34,1.0,1.0,1.0,2,False,2.0791812460476247
28382,930018778505413057,Manhattan,Entire home/apt,391.0,134,351,1.0,1.0,1.0,3,True,2.5921767573958667
28383,930277168378143041,Brooklyn,Private room,150.0,1,296,1.0,1.0,1.0,2,False,2.1760912590556813
28384,933915462295022784,Manhattan,Private room,157.0,2,93,1.0,1.5,1.0,1,True,2.1958996524092336
28385,933971768939004094,Brooklyn,Entire home/apt,112.0,2,137,1.0,1.5,2.0,4,True,2.0492180226701815
28386,934031903795021680,Brooklyn,Private room,175.0,1,358,1.0,1.0,1.0,2,False,2.2430380486862944
28387,934053688724269328,Manhattan,Entire home/apt,700.0,2,159,2.0,2.0,3.0,4,True,2.845098040014257
28388,934097609926046006,Brooklyn,Entire home/apt,166.0,1,202,2.0,2.0,2.0,4,True,2.220108088040055
28389,934100065088277596,Brooklyn,Entire home/apt,226.0,1,308,2.0,1.0,4.0,6,False,2.3541084391474008
28390,934107469692156357,Manhattan,Private room,230.0,2,278,1.0,1.0,2.0,4,False,2.361727836017593
28391,934260446716517894,Queens,Entire home/apt,156.0,2,358,1.0,1.0,1.0,2,False,2.1931245983544616
28392,934275770858075149,Brooklyn,Entire home/apt,120.0,1,364,1.0,1.0,1.0,2,False,2.0791812460476247
28393,934319323648560151,Brooklyn,Entire home/apt,157.0,1,90,1.0,1.0,1.0,1,False,2.1958996524092336
28394,930373816996318448,Queens,Private room,79.0,1,364,1.0,1.0,1.0,2,False,1.8976270912904414
28395,926458270520965380,Brooklyn,Private room,42.0,617,305,4.0,3.0,1.0,1,False,1.6232492903979006
28396,926462289092721802,Brooklyn,Private room,41.0,617,304,4.0,2.0,1.0,1,False,1.6127838567197355
28397,926728872918912348,Manhattan,Entire home/apt,86.0,1,234,1.0,1.0,1.0,3,False,1.9344984512435677
28398,926751884700611434,Bronx,Private room,98.0,1,179,1.0,1.5,2.0,4,False,1.9912260756924949
28399,926845982059795936,Manhattan,Entire home/apt,114.0,1,97,1.0,1.0,1.0,2,False,2.0569048513364727
28400,926906090238117671,Queens,Private room,90.0,2,365,1.0,1.0,1.0,2,False,1.954242509439325
28401,926919329132078879,Queens,Private room,108.0,2,365,1.0,1.0,1.0,2,False,2.03342375548695
28402,926987680896723420,Manhattan,Private room,63.0,2,333,1.0,1.0,1.0,2,False,1.7993405494535817
28403,927065431332544499,Queens,Entire home/apt,2500.0,2,90,3.0,1.5,4.0,6,False,3.3979400086720375
28404,927117024608875847,Queens,Entire home/apt,2250.0,2,90,2.0,1.5,3.0,4,False,3.3521825181113627
28405,927136297904368080,Queens,Entire home/apt,290.0,2,365,2.0,1.0,3.0,5,False,2.462397997898956
28406,930566199035367009,Manhattan,Entire home/apt,149.0,5,209,1.0,1.0,1.0,2,True,2.173186268412274
28407,927348564034443687,Manhattan,Entire home/apt,308.0,1194,162,1.0,1.0,1.0,2,False,2.4885507165004443
28408,927348854814354483,Manhattan,Entire home/apt,315.0,1194,4,1.0,1.0,1.0,2,False,2.4983105537896004
28411,927353218349068481,Manhattan,Entire home/apt,413.0,1194,358,2.0,1.0,2.0,4,False,2.615950051656401
28412,930597320286325642,Brooklyn,Entire home/apt,116.0,2,88,1.0,1.0,1.0,2,True,2.0644579892269186
28413,930648551063213028,Brooklyn,Entire home/apt,159.0,11,344,2.0,2.0,2.0,4,False,2.2013971243204513
28414,934380588192051215,Brooklyn,Entire home/apt,275.0,2,164,3.0,2.0,5.0,6,False,2.439332693830263
28415,934473612721421418,Bronx,Entire home/apt,141.0,2,364,1.0,1.0,2.0,4,False,2.1492191126553797
28416,934508694446219093,Manhattan,Private room,51.0,231,31,1.0,1.0,1.0,1,False,1.7075701760979363
28417,934510271997172189,Manhattan,Entire home/apt,376.0,1194,198,1.0,1.0,1.0,2,False,2.575187844927661
28418,934510577919777737,Manhattan,Entire home/apt,376.0,1194,204,1.0,1.0,1.0,2,False,2.575187844927661
28420,934644132328153054,Brooklyn,Entire home/apt,305.0,2,270,4.0,2.0,5.0,10,True,2.484299839346786
28424,930936774595626756,Queens,Private room,47.0,254,47,1.0,1.0,1.0,2,False,1.6720978579357175
28425,930936926471139471,Queens,Private room,48.0,231,47,1.0,1.0,1.0,2,False,1.6812412373755872
28426,930937060232117710,Queens,Private room,47.0,216,47,1.0,1.0,1.0,2,False,1.6720978579357175
28429,927425874394304949,Brooklyn,Entire home/apt,135.0,1,89,1.0,1.0,1.0,2,False,2.130333768495006
28430,927531075448899720,Brooklyn,Private room,247.0,1,365,1.0,1.0,2.0,2,False,2.392696953259666
28431,927552764907318502,Brooklyn,Entire home/apt,163.0,3,114,1.0,1.0,2.0,4,False,2.2121876044039577
28432,927590286255504925,Manhattan,Hotel room,135.0,242,317,1.0,1.0,2.0,4,False,2.130333768495006
28433,927594477555340305,Manhattan,Hotel room,169.0,242,340,1.0,1.0,1.0,2,False,2.2278867046136734
28436,927751966043550944,Manhattan,Entire home/apt,528.0,3,123,1.0,1.0,1.0,2,True,2.722633922533812
28444,934719220450807878,Brooklyn,Entire home/apt,299.0,4,30,2.0,1.0,2.0,4,True,2.4756711883244296
28445,934762743705655820,Queens,Private room,4320.0,1,365,1.0,1.0,1.0,2,False,3.635483746814912
28446,934862979955950523,Manhattan,Entire home/apt,187.0,86,309,1.0,1.0,1.0,2,False,2.271841606536499
28449,935027213162316016,Brooklyn,Entire home/apt,300.0,2,74,3.0,3.5,5.0,7,True,2.4771212547196626
28450,935323497276063033,Manhattan,Private room,80.0,4,80,1.0,2.0,1.0,1,False,1.9030899869919435
28451,935495799688132900,Manhattan,Entire home/apt,192.0,86,365,1.0,1.0,1.0,3,False,2.2833012287035497
28452,935522748480485575,Manhattan,Entire home/apt,360.0,1,365,1.0,1.0,2.0,4,False,2.5563025007672873
28453,931043537485163386,Queens,Shared room,190.0,1,87,1.0,1.5,1.0,2,False,2.278753600952829
28454,931061652669166300,Staten Island,Entire home/apt,144.0,1,169,1.0,1.0,2.0,2,False,2.1583624920952498
28455,931216252915282640,Queens,Private room,84.0,2,362,1.0,1.0,1.0,1,True,1.9242792860618816
28456,931346599700737114,Brooklyn,Entire home/apt,224.0,3,104,2.0,1.0,4.0,6,False,2.3502480183341627
28458,939096788299135432,Manhattan,Hotel room,135.0,242,337,2.0,2.0,4.0,8,False,2.130333768495006
28459,939099210247604680,Manhattan,Hotel room,135.0,242,298,3.0,3.0,6.0,12,False,2.130333768495006
28461,939121148158704051,Brooklyn,Entire home/apt,115.0,1,230,1.0,1.0,2.0,3,True,2.060697840353612
28462,939153752933491126,Manhattan,Private room,233.0,1,90,1.0,1.0,1.0,2,False,2.367355921026019
28463,939268446662227135,Brooklyn,Private room,52.0,2,358,1.0,1.0,1.0,1,True,1.7160033436347992
28464,939387800231178042,Brooklyn,Entire home/apt,400.0,1,364,2.0,2.0,3.0,4,False,2.6020599913279625
28465,939431170319588496,Brooklyn,Entire home/apt,135.0,1,270,2.0,1.0,2.0,4,False,2.130333768495006
28466,931710465335446145,Manhattan,Entire home/apt,160.0,35,321,1.0,1.0,1.0,3,False,2.2041199826559246
28467,931737583727167257,Manhattan,Private room,1663.0,1,331,5.0,5.5,4.0,6,False,3.2208922492195193
28468,935537402485139223,Brooklyn,Entire home/apt,269.0,1,57,1.0,1.0,1.0,2,False,2.429752280002408
28471,935632781765410277,Brooklyn,Private room,98.0,2,364,1.0,1.0,1.0,1,True,1.9912260756924949
28472,935641323037716462,Manhattan,Entire home/apt,201.0,2,239,1.0,1.0,2.0,3,True,2.303196057420489
28473,935839383979445801,Manhattan,Entire home/apt,283.0,1,94,1.0,1.0,1.0,2,True,2.45178643552429
28474,935914641942789255,Queens,Entire home/apt,200.0,1,365,3.0,2.0,3.0,6,False,2.3010299956639813
28475,936124309654742052,Queens,Private room,93.0,8,269,1.0,1.0,1.0,2,False,1.968482948553935
28476,936130644061300986,Queens,Private room,93.0,8,279,1.0,1.0,1.0,2,False,1.968482948553935
28477,936138035059084534,Queens,Private room,80.0,8,277,1.0,1.0,1.0,2,False,1.9030899869919435
28478,931754909794665307,Bronx,Entire home/apt,45.0,1,143,1.0,1.0,2.0,4,True,1.6532125137753437
28479,931755371526339724,Manhattan,Entire home/apt,148.0,63,244,1.0,1.0,1.0,2,False,2.1702617153949575
28481,931952361611331402,Brooklyn,Entire home/apt,135.0,1,149,1.0,1.0,1.0,3,False,2.130333768495006
28483,931997212799351474,Brooklyn,Entire home/apt,73.0,1,244,2.0,1.0,2.0,4,False,1.863322860120456
28484,939707381622763018,Manhattan,Entire home/apt,178.0,4,259,1.0,1.0,4.0,6,False,2.250420002308894
28485,939751910723746071,Manhattan,Entire home/apt,208.0,3,244,1.0,1.0,3.0,5,False,2.3180633349627615
28486,939756457237944916,Brooklyn,Entire home/apt,200.0,2,337,1.0,1.0,1.0,2,False,2.3010299956639813
28487,939782042054648737,Queens,Entire home/apt,83.0,7,270,1.0,1.0,2.0,4,False,1.919078092376074
28488,939848665473909823,Manhattan,Entire home/apt,366.0,134,270,1.0,1.0,1.0,3,True,2.5634810853944106
28490,939887136280503228,Bronx,Private room,266.0,1,365,1.0,1.0,1.0,2,False,2.424881636631067
28491,939911859297240587,Brooklyn,Private room,187.0,4,90,1.0,2.0,1.0,2,False,2.271841606536499
28492,940156629413345648,Manhattan,Entire home/apt,355.0,3,143,1.0,1.0,2.0,4,True,2.550228353055094
28493,932036061742273027,Manhattan,Entire home/apt,139.0,11,337,1.0,1.0,1.0,2,False,2.143014800254095
28494,932061950917066464,Manhattan,Private room,60.0,2,364,1.0,1.0,1.0,1,False,1.7781512503836436
28496,932099943499845547,Brooklyn,Private room,94.0,1,28,1.0,2.0,1.0,1,False,1.9731278535996986
28497,936142626413916074,Queens,Private room,93.0,8,241,1.0,1.0,1.0,2,False,1.968482948553935
28498,936242589592828906,Manhattan,Private room,120.0,1,263,1.0,1.0,1.0,1,False,2.0791812460476247
28499,936314153892811228,Brooklyn,Entire home/apt,109.0,1,267,1.0,1.0,1.0,1,False,2.037426497940624
28501,936835828064696598,Brooklyn,Private room,90.0,3,270,1.0,1.5,1.0,2,False,1.954242509439325
28502,936959756283937973,Manhattan,Entire home/apt,641.0,2,269,1.0,1.0,1.0,2,True,2.8068580295188172
28503,936999803098368312,Brooklyn,Private room,90.0,3,270,1.0,1.5,1.0,2,False,1.954242509439325
28504,937020395675326839,Brooklyn,Private room,90.0,3,269,1.0,1.5,1.0,2,False,1.954242509439325
28505,937049149080504982,Manhattan,Private room,55.0,4,179,1.0,2.0,1.0,2,False,1.7403626894942439
28506,937088272013890054,Staten Island,Entire home/apt,109.0,9,242,1.0,1.0,2.0,2,True,2.037426497940624
28507,932509525705477060,Manhattan,Private room,182.0,8,166,1.0,1.0,1.0,2,True,2.2600713879850747
28508,932513881802567497,Manhattan,Private room,162.0,8,151,1.0,1.0,1.0,2,True,2.2095150145426308
28509,932517702484463490,Manhattan,Private room,192.0,8,142,1.0,1.0,1.0,2,True,2.2833012287035497
28510,932519451454057903,Manhattan,Private room,222.0,8,114,1.0,1.0,1.0,2,True,2.346352974450639
28511,932522047518865082,Manhattan,Private room,262.0,8,115,1.0,1.0,2.0,2,True,2.4183012913197452
28512,932523901255607390,Manhattan,Private room,282.0,8,70,1.0,1.0,3.0,5,True,2.450249108319361
28513,932526628996295140,Manhattan,Private room,242.0,8,123,1.0,1.0,1.0,2,True,2.383815365980431
28514,932554388157652889,Manhattan,Private room,140.0,12,348,1.0,1.0,1.0,2,False,2.146128035678238
28515,932568622035093929,Manhattan,Private room,127.0,12,348,1.0,1.0,1.0,2,False,2.103803720955957
28516,940279919668139029,Brooklyn,Private room,100.0,2,359,1.0,1.0,1.0,1,False,2.0
28517,940458538795223834,Brooklyn,Entire home/apt,300.0,4,287,1.0,1.0,1.0,2,True,2.4771212547196626
28518,940503370317405352,Brooklyn,Entire home/apt,154.0,2,270,1.0,1.0,2.0,3,False,2.187520720836463
28519,940528776781272234,Brooklyn,Entire home/apt,440.0,2,40,4.0,2.0,4.0,8,True,2.6434526764861874
28520,940626615274426464,Manhattan,Entire home/apt,219.0,86,364,1.0,1.0,1.0,4,False,2.3404441148401185
28521,940643437829841859,Brooklyn,Entire home/apt,117.0,1,210,1.0,1.0,2.0,2,False,2.0681858617461617
28522,940702861177012798,Brooklyn,Entire home/apt,267.0,2,365,1.0,1.0,10.0,6,False,2.4265112613645754
28523,940756653452768403,Brooklyn,Entire home/apt,169.0,3,365,1.0,1.0,1.0,2,True,2.2278867046136734
28524,941135917318610188,Brooklyn,Entire home/apt,126.0,1,178,2.0,1.0,2.0,4,True,2.100370545117563
28525,941212639695756797,Manhattan,Entire home/apt,192.0,236,241,1.0,1.0,1.0,3,False,2.2833012287035497
28526,932570206848068680,Manhattan,Private room,130.0,12,344,1.0,1.0,1.0,2,False,2.113943352306837
28527,932578265767796981,Manhattan,Entire home/apt,235.0,11,336,1.0,1.0,1.0,2,False,2.3710678622717363
28528,932593024559764862,Manhattan,Private room,103.0,12,348,1.0,1.0,1.0,2,False,2.012837224705172
28529,937116425864902491,Manhattan,Entire home/apt,110.0,2,174,1.0,1.0,1.0,2,False,2.041392685158225
28530,937574445578039112,Manhattan,Entire home/apt,303.0,1194,317,1.0,1.0,1.0,2,False,2.481442628502305
28531,937613406225556655,Manhattan,Entire home/apt,99.0,4,253,1.0,1.5,2.0,4,False,1.99563519459755
28532,937671047490491835,Manhattan,Private room,67.0,1,364,1.0,1.0,1.0,1,False,1.8260748027008264
28534,937708024938552088,Manhattan,Entire home/apt,527.0,2,278,2.0,2.0,4.0,8,False,2.7218106152125467
28535,937842682975806831,Queens,Private room,102.0,1,256,1.0,1.0,3.0,3,True,2.0086001717619175
28536,937873431653897161,Brooklyn,Entire home/apt,212.0,2,72,1.0,1.0,2.0,4,True,2.326335860928751
28537,937880575429081454,Queens,Entire home/apt,192.0,7,270,1.0,1.0,4.0,10,False,2.2833012287035497
28538,932597060367349114,Manhattan,Private room,127.0,12,314,1.0,1.0,1.0,2,False,2.103803720955957
28539,932658646851116915,Brooklyn,Entire home/apt,530.0,1,365,4.0,2.5,2.0,12,False,2.724275869600789
28541,945036621241359838,Manhattan,Entire home/apt,275.0,31,235,1.0,1.0,1.0,2,True,2.439332693830263
28542,945140514192291758,Manhattan,Entire home/apt,175.0,10,251,1.0,1.0,1.0,4,True,2.2430380486862944
28543,941250501472266329,Brooklyn,Entire home/apt,89.0,2,365,1.0,1.0,1.0,3,True,1.9493900066449128
28544,941267689993150302,Brooklyn,Entire home/apt,120.0,3,363,1.0,1.0,1.0,2,False,2.0791812460476247
28545,941268454474275765,Brooklyn,Private room,122.0,1,67,1.0,1.0,1.0,2,True,2.0863598306747484
28546,941340717491101017,Brooklyn,Entire home/apt,95.0,2,200,2.0,1.0,2.0,2,False,1.9777236052888478
28547,941401018286124164,Queens,Entire home/apt,209.0,2,365,3.0,1.0,3.0,10,False,2.3201462861110542
28549,941526822234794548,Bronx,Private room,51.0,5,105,1.0,1.0,1.0,2,True,1.7075701760979363
28550,941557907167199278,Manhattan,Entire home/apt,134.0,138,305,2.0,1.0,2.0,4,True,2.1271047983648077
28551,941593392429578588,Brooklyn,Entire home/apt,80.0,2,270,1.0,1.0,2.0,2,True,1.9030899869919435
28552,941905097912157160,Brooklyn,Private room,126.0,1,269,1.0,1.0,1.0,2,False,2.100370545117563
28553,945143380838777358,Manhattan,Entire home/apt,175.0,10,70,1.0,1.0,1.0,3,True,2.2430380486862944
28555,938280108235737499,Manhattan,Private room,70.0,1,269,1.0,1.0,1.0,2,False,1.845098040014257
28556,938426319639302623,Brooklyn,Private room,203.0,2,198,1.0,1.0,2.0,2,True,2.307496037913213
28558,938529516572780694,Staten Island,Entire home/apt,170.0,1,257,3.0,2.5,6.0,10,True,2.230448921378274
28560,938652341400092973,Bronx,Private room,109.0,2,90,3.0,1.0,1.0,2,True,2.037426497940624
28561,938857402335841220,Manhattan,Entire home/apt,356.0,1194,357,2.0,2.0,2.0,4,False,2.5514499979728753
28562,938959654340995163,Manhattan,Entire home/apt,150.0,1,226,1.0,1.0,2.0,2,True,2.1760912590556813
28563,945418448033609833,Manhattan,Private room,44.0,216,60,1.0,1.0,1.0,2,False,1.6434526764861874
