,id,neighbourhood_group_cleansed,room_type,price,calculated_host_listings_count,availability_365,bedrooms,bathrooms,beds,accommodates,host_is_superhost,log_price
17242,46502639,Brooklyn,Entire home/apt,113.0,4,179,1.0,1.0,1.0,8,True,2.0530784434834195
17244,46510119,Brooklyn,Private room,95.0,7,112,1.0,1.0,1.0,1,True,1.9777236052888478
17245,46510270,Staten Island,Entire home/apt,295.0,1,364,4.0,2.0,5.0,7,False,2.469822015978163
17248,46527677,Manhattan,Entire home/apt,219.0,48,45,1.0,1.0,1.0,2,False,2.3404441148401185
17252,46193401,Manhattan,Entire home/apt,130.0,83,365,1.0,1.0,1.0,1,False,2.113943352306837
17253,46193536,Manhattan,Entire home/apt,130.0,83,365,1.0,1.0,1.0,1,False,2.113943352306837
17254,46548617,Staten Island,Private room,43.0,2,336,1.0,1.5,3.0,3,False,1.6334684555795864
17263,46535498,Manhattan,Private room,193.0,49,4,1.0,1.0,2.0,8,False,2.285557309007774
17265,46540733,Manhattan,Entire home/apt,369.0,1194,228,1.0,1.0,1.0,2,False,2.56702636615906
17266,46540786,Manhattan,Entire home/apt,520.0,1194,352,1.0,1.0,1.0,2,False,2.716003343634799
17270,46335178,Manhattan,Entire home/apt,100.0,176,218,1.0,1.0,1.0,3,False,2.0
17271,46336893,Brooklyn,Private room,150.0,2,365,1.0,1.0,1.0,2,False,2.1760912590556813
17272,46336910,Manhattan,Entire home/apt,100.0,176,205,1.0,1.0,1.0,3,False,2.0
17274,46350355,Queens,Entire home/apt,285.0,1,364,3.0,2.0,3.0,6,False,2.45484486000851
17277,46354423,Manhattan,Entire home/apt,171.0,48,76,1.0,1.0,1.0,2,False,2.2329961103921536
17278,46354444,Manhattan,Entire home/apt,177.0,5,342,1.0,1.0,2.0,2,False,2.247973266361807
17280,46565079,Brooklyn,Entire home/apt,130.0,5,276,2.0,1.0,2.0,4,True,2.113943352306837
17281,46566048,Brooklyn,Private room,87.0,1,289,1.0,1.0,2.0,2,True,1.9395192526186185
17282,46542631,Manhattan,Entire home/apt,502.0,1194,340,2.0,2.0,2.0,4,False,2.7007037171450192
17283,46542654,Manhattan,Entire home/apt,369.0,1194,343,1.0,1.0,1.0,2,False,2.56702636615906
17284,46542773,Manhattan,Entire home/apt,200.0,134,323,1.0,1.0,1.0,2,True,2.3010299956639813
17294,46601386,Queens,Private room,109.0,1,184,1.0,1.0,1.0,2,False,2.037426497940624
17295,46355720,Queens,Entire home/apt,150.0,1,177,2.0,2.0,3.0,4,False,2.1760912590556813
17296,46356028,Queens,Entire home/apt,55.0,1,353,1.0,1.0,2.0,2,False,1.7403626894942439
17297,46357397,Manhattan,Entire home/apt,200.0,134,357,1.0,1.0,1.0,3,True,2.3010299956639813
17300,46375709,Bronx,Private room,65.0,1,89,1.0,1.0,1.0,2,True,1.8129133566428555
17307,46544231,Manhattan,Entire home/apt,398.0,93,365,3.0,2.5,3.0,6,False,2.5998830720736876
17311,46546450,Brooklyn,Entire home/apt,275.0,2,90,1.0,1.0,1.0,2,False,2.439332693830263
17312,46546926,Manhattan,Private room,217.0,49,5,1.0,1.0,2.0,8,False,2.3364597338485296
17314,47000799,Manhattan,Entire home/apt,105.0,1,272,1.0,1.0,1.0,2,True,2.0211892990699383
17315,46610764,Manhattan,Entire home/apt,369.0,1194,347,1.0,1.0,1.0,2,False,2.56702636615906
17321,46640630,Brooklyn,Private room,103.0,1,171,1.0,1.0,1.0,2,True,2.012837224705172
17322,46640912,Manhattan,Entire home/apt,499.0,7,90,1.0,1.0,2.0,3,True,2.6981005456233897
17326,46787572,Manhattan,Entire home/apt,120.0,83,305,1.0,1.0,1.0,1,False,2.0791812460476247
17327,46787942,Manhattan,Entire home/apt,120.0,83,270,1.0,1.0,1.0,1,False,2.0791812460476247
17328,46788013,Manhattan,Entire home/apt,137.0,83,270,1.0,1.0,1.0,1,False,2.1367205671564067
17329,46788207,Manhattan,Entire home/apt,120.0,83,270,1.0,1.0,1.0,1,False,2.0791812460476247
17331,46788335,Manhattan,Entire home/apt,120.0,83,270,1.0,1.0,1.0,1,False,2.0791812460476247
17332,46788551,Manhattan,Entire home/apt,120.0,83,270,1.0,1.0,1.0,1,False,2.0791812460476247
17333,46788667,Manhattan,Entire home/apt,120.0,83,270,1.0,1.0,1.0,1,False,2.0791812460476247
17334,46788718,Manhattan,Entire home/apt,120.0,83,270,1.0,1.0,1.0,1,False,2.0791812460476247
17336,46644584,Manhattan,Entire home/apt,273.0,11,91,1.0,1.0,1.0,3,False,2.436162647040756
17337,46645146,Manhattan,Private room,203.0,49,5,1.0,1.0,2.0,8,False,2.307496037913213
17338,46646140,Manhattan,Entire home/apt,220.0,9,166,1.0,1.0,2.0,3,True,2.342422680822206
17339,47001322,Brooklyn,Entire home/apt,176.0,1,83,1.0,1.0,1.0,2,False,2.24551266781415
17341,47009616,Staten Island,Entire home/apt,77.0,4,80,1.0,1.0,1.0,2,False,1.8864907251724818
17342,47012155,Brooklyn,Entire home/apt,119.0,3,143,1.0,1.0,1.0,2,True,2.0755469613925306
17344,47023758,Manhattan,Entire home/apt,258.0,134,296,1.0,1.0,1.0,2,True,2.41161970596323
17346,47026093,Brooklyn,Private room,118.0,1,10,1.0,1.0,1.0,2,True,2.0718820073061255
17347,47031259,Brooklyn,Entire home/apt,189.0,1,299,1.0,1.0,1.0,2,True,2.2764618041732443
17348,46788841,Manhattan,Entire home/apt,120.0,83,270,1.0,1.0,1.0,1,False,2.0791812460476247
17349,46788955,Manhattan,Entire home/apt,120.0,83,270,1.0,1.0,1.0,1,False,2.0791812460476247
17351,46791050,Manhattan,Private room,64.0,24,258,1.0,1.0,1.0,1,False,1.806179973983887
17352,46791082,Manhattan,Entire home/apt,145.0,9,319,1.0,1.0,1.0,2,False,2.161368002234975
17356,46797479,Manhattan,Entire home/apt,128.0,46,282,1.0,1.0,3.0,4,True,2.1072099696478683
17358,46667674,Manhattan,Entire home/apt,255.0,1194,365,1.0,1.0,1.0,2,False,2.406540180433955
17359,46667694,Manhattan,Entire home/apt,340.0,1194,169,1.0,1.0,1.0,2,False,2.531478917042255
17360,46667739,Manhattan,Entire home/apt,325.0,1194,357,1.0,1.0,1.0,2,False,2.5118833609788744
17361,46669233,Manhattan,Entire home/apt,183.0,1,25,1.0,1.0,2.0,2,True,2.2624510897304293
17362,46671693,Brooklyn,Private room,86.0,1,355,1.0,1.0,1.0,1,False,1.9344984512435677
17365,47042470,Manhattan,Entire home/apt,349.0,1194,24,1.0,1.0,1.0,2,False,2.5428254269591797
17366,47042494,Manhattan,Entire home/apt,363.0,1194,1,1.0,2.0,1.0,2,False,2.5599066250361124
17367,47042517,Manhattan,Entire home/apt,418.0,1194,275,1.0,1.0,1.0,2,False,2.621176281775035
17368,47044684,Brooklyn,Entire home/apt,128.0,1,154,3.0,1.0,3.0,6,True,2.1072099696478683
17369,47045396,Manhattan,Entire home/apt,125.0,48,77,1.0,1.0,1.0,2,False,2.0969100130080562
17370,46672848,Manhattan,Entire home/apt,150.0,1,358,1.0,1.0,1.0,2,False,2.1760912590556813
17372,46797938,Manhattan,Entire home/apt,240.0,86,365,1.0,1.0,1.0,2,False,2.380211241711606
17373,46798669,Manhattan,Entire home/apt,251.0,1,365,2.0,1.0,2.0,5,False,2.399673721481038
17382,46677269,Brooklyn,Private room,62.0,2,364,1.0,2.0,1.0,2,False,1.792391689498254
17390,46689847,Queens,Private room,99.0,3,351,1.0,1.0,2.0,4,False,1.99563519459755
17391,47047419,Manhattan,Entire home/apt,2124.0,1,249,8.0,7.0,11.0,13,False,3.3271545124094315
17392,47048969,Manhattan,Entire home/apt,146.0,9,223,1.0,1.0,1.0,2,False,2.164352855784437
17393,47050312,Manhattan,Entire home/apt,202.0,9,227,1.0,1.0,1.0,2,False,2.305351369446624
17394,47050614,Manhattan,Entire home/apt,171.0,9,227,1.0,1.0,1.0,2,False,2.2329961103921536
17395,47052682,Manhattan,Entire home/apt,377.0,134,173,1.0,1.0,1.0,3,True,2.576341350205793
17396,47052694,Manhattan,Entire home/apt,469.0,134,356,2.0,2.0,2.0,5,True,2.6711728427150834
17397,46695446,Brooklyn,Private room,38.0,19,365,1.0,1.5,1.0,2,False,1.5797835966168101
17398,46705156,Brooklyn,Entire home/apt,119.0,1,89,2.0,2.0,3.0,5,False,2.0755469613925306
17399,46706175,Manhattan,Entire home/apt,201.0,86,365,1.0,1.0,1.0,2,False,2.303196057420489
17400,46833665,Manhattan,Entire home/apt,175.0,1,270,1.0,1.0,2.0,2,False,2.2430380486862944
17402,46848948,Manhattan,Entire home/apt,212.0,86,365,1.0,1.0,2.0,2,False,2.326335860928751
17403,46851568,Brooklyn,Private room,24.0,1,200,2.0,1.5,1.0,1,False,1.380211241711606
17404,46852193,Brooklyn,Entire home/apt,956.0,1,365,1.0,1.0,1.0,2,False,2.9804578922761
17406,46854989,Manhattan,Entire home/apt,189.0,1,269,1.0,1.0,4.0,3,True,2.2764618041732443
17407,46868917,Brooklyn,Private room,50.0,617,335,4.0,1.0,1.0,1,False,1.6989700043360187
17410,46873173,Brooklyn,Entire home/apt,125.0,3,365,1.0,1.0,1.0,2,False,2.0969100130080562
17411,46706771,Manhattan,Private room,203.0,49,5,1.0,1.0,2.0,8,False,2.307496037913213
17413,46712287,Manhattan,Private room,159.0,1,270,1.0,1.0,2.0,2,False,2.2013971243204513
17414,47052701,Brooklyn,Entire home/apt,265.0,10,334,2.0,1.0,2.0,5,False,2.423245873936808
17415,47052736,Manhattan,Entire home/apt,283.0,134,343,1.0,1.0,1.0,3,True,2.45178643552429
17416,47052885,Manhattan,Entire home/apt,244.0,134,336,1.0,1.0,1.0,3,True,2.387389826338729
17417,47052953,Manhattan,Entire home/apt,255.0,134,355,1.0,1.0,1.0,3,True,2.406540180433955
17418,47052971,Manhattan,Entire home/apt,271.0,134,357,1.0,1.0,1.0,3,True,2.432969290874406
17422,46715472,Manhattan,Entire home/apt,395.0,7,365,1.0,1.0,2.0,3,False,2.59659709562646
17423,46720587,Manhattan,Entire home/apt,512.0,1194,336,2.0,1.5,2.0,4,False,2.709269960975831
17424,46881502,Manhattan,Entire home/apt,119.0,2,335,1.0,1.0,3.0,4,False,2.0755469613925306
17425,46887704,Manhattan,Entire home/apt,505.0,1194,318,2.0,2.0,2.0,4,False,2.7032913781186614
17426,46887738,Manhattan,Entire home/apt,373.0,1194,335,1.0,1.0,1.0,2,False,2.571708831808688
17427,46891080,Queens,Private room,35.0,231,57,1.0,1.0,1.0,1,False,1.5440680443502757
17428,46892479,Manhattan,Entire home/apt,347.0,86,365,3.0,1.0,3.0,6,False,2.5403294747908736
17429,46892658,Manhattan,Entire home/apt,160.0,5,365,2.0,1.0,2.0,2,True,2.2041199826559246
17430,46725288,Manhattan,Entire home/apt,127.0,138,337,1.0,1.0,1.0,2,True,2.103803720955957
17431,46725493,Manhattan,Entire home/apt,119.0,138,351,1.0,1.0,1.0,2,True,2.0755469613925306
17432,46727329,Manhattan,Entire home/apt,271.0,6,365,2.0,1.0,2.0,4,True,2.432969290874406
17435,46729395,Manhattan,Entire home/apt,114.0,176,213,1.0,1.0,1.0,3,False,2.0569048513364727
17436,47076840,Manhattan,Entire home/apt,65.0,15,106,1.0,1.0,2.0,2,True,1.8129133566428555
17438,47077578,Brooklyn,Private room,49.0,3,271,1.0,1.0,1.0,1,False,1.6901960800285136
17439,47078080,Brooklyn,Private room,90.0,5,337,2.0,1.0,2.0,4,False,1.954242509439325
17441,47080388,Staten Island,Entire home/apt,100.0,1,216,1.0,1.0,1.0,1,True,2.0
17443,47097490,Manhattan,Entire home/apt,137.0,38,365,1.0,1.0,1.0,2,True,2.1367205671564067
17444,47098575,Manhattan,Entire home/apt,125.0,176,309,1.0,1.0,1.0,2,False,2.0969100130080562
17445,46729545,Manhattan,Entire home/apt,232.0,6,294,2.0,1.0,3.0,6,True,2.3654879848909
17446,46729678,Manhattan,Entire home/apt,232.0,6,270,1.0,1.0,3.0,3,True,2.3654879848909
17448,46894179,Queens,Private room,85.0,3,263,1.0,1.0,1.0,1,True,1.9294189257142926
17449,46895055,Queens,Private room,127.0,3,222,1.0,1.0,1.0,2,True,2.103803720955957
17450,46895868,Queens,Private room,115.0,3,236,1.0,1.0,1.0,2,True,2.060697840353612
17451,46899354,Brooklyn,Private room,35.0,617,274,1.0,1.5,1.0,1,False,1.5440680443502757
17453,46900455,Manhattan,Private room,70.0,1,291,1.0,1.0,1.0,1,False,1.845098040014257
17456,46729892,Manhattan,Entire home/apt,232.0,6,365,2.0,1.0,3.0,6,True,2.3654879848909
17457,46729966,Manhattan,Entire home/apt,261.0,6,365,2.0,1.0,3.0,2,True,2.416640507338281
17460,47100985,Brooklyn,Private room,59.0,1,174,1.0,1.0,1.0,2,False,1.7708520116421442
17461,47101612,Brooklyn,Entire home/apt,337.0,134,289,1.0,1.0,1.0,3,True,2.5276299008713385
17462,47101625,Brooklyn,Entire home/apt,290.0,134,356,1.0,1.0,1.0,3,True,2.462397997898956
17464,47106347,Manhattan,Entire home/apt,300.0,1,180,2.0,1.0,2.0,4,False,2.4771212547196626
17465,47115606,Brooklyn,Private room,40.0,617,274,1.0,1.0,1.0,1,False,1.6020599913279623
17466,47120135,Queens,Entire home/apt,85.0,1,87,2.0,1.0,2.0,2,True,1.9294189257142926
17468,46732594,Brooklyn,Entire home/apt,150.0,1,335,3.0,1.0,3.0,5,False,2.1760912590556813
17470,46737044,Queens,Private room,65.0,9,90,1.0,1.5,1.0,2,False,1.8129133566428555
17471,46902179,Manhattan,Private room,378.0,1,180,1.0,1.0,1.0,2,False,2.5774917998372255
17472,46913873,Manhattan,Private room,214.0,1,285,1.0,1.5,1.0,2,True,2.330413773349191
17474,46923243,Brooklyn,Entire home/apt,277.0,1,327,3.0,1.0,5.0,6,False,2.4424797690644486
17475,46926058,Manhattan,Entire home/apt,201.0,86,365,1.0,1.0,1.0,2,False,2.303196057420489
17476,46929299,Brooklyn,Private room,500.0,1,364,1.0,1.0,1.0,1,False,2.6989700043360187
17478,46943882,Queens,Entire home/apt,110.0,2,170,2.0,1.0,4.0,4,False,2.041392685158225
17479,46944839,Brooklyn,Entire home/apt,115.0,5,326,1.0,1.0,1.0,2,False,2.060697840353612
17481,46737074,Queens,Private room,74.0,9,90,1.0,1.5,1.0,2,False,1.8692317197309762
17482,46746791,Manhattan,Entire home/apt,132.0,8,245,1.0,1.0,2.0,2,False,2.12057393120585
17484,46751044,Manhattan,Entire home/apt,271.0,49,179,1.0,1.0,6.0,9,False,2.432969290874406
17485,46753919,Manhattan,Entire home/apt,201.0,86,365,1.0,1.0,1.0,2,False,2.303196057420489
17486,47141317,Queens,Entire home/apt,80.0,1,364,1.0,1.0,1.0,2,False,1.9030899869919435
17487,47142595,Manhattan,Entire home/apt,180.0,1,275,1.0,1.0,1.0,3,False,2.255272505103306
17488,47152307,Brooklyn,Entire home/apt,84.0,1,60,1.0,1.0,1.0,3,False,1.9242792860618816
17490,47159537,Brooklyn,Entire home/apt,262.0,10,236,2.0,1.0,3.0,6,False,2.4183012913197452
17491,47162719,Manhattan,Private room,129.0,1,38,1.0,1.0,1.0,2,False,2.110589710299249
17493,47169578,Manhattan,Entire home/apt,428.0,1194,263,1.0,1.0,1.0,2,False,2.6314437690131722
17494,47169602,Manhattan,Entire home/apt,473.0,1194,309,2.0,2.0,2.0,4,False,2.6748611407378116
17495,46757310,Manhattan,Entire home/apt,179.0,1,83,1.0,1.5,1.0,2,False,2.2528530309798933
17500,46971592,Queens,Private room,32.0,231,60,1.0,1.0,1.0,2,False,1.505149978319906
17502,46972585,Manhattan,Private room,99.0,1,180,1.0,1.0,1.0,1,True,1.99563519459755
17503,46973548,Queens,Private room,50.0,4,134,1.0,2.0,1.0,2,False,1.6989700043360187
17508,46768272,Manhattan,Entire home/apt,185.0,176,305,1.0,1.0,1.0,2,False,2.2671717284030137
17510,46773212,Queens,Private room,67.0,9,90,1.0,1.0,1.0,2,False,1.8260748027008264
17513,47173334,Queens,Entire home/apt,143.0,2,178,2.0,1.0,4.0,5,False,2.155336037465062
17514,47175997,Brooklyn,Private room,83.0,2,116,1.0,1.0,3.0,2,False,1.919078092376074
17515,47177315,Manhattan,Entire home/apt,147.0,28,274,1.0,1.0,1.0,1,True,2.167317334748176
17517,47179845,Manhattan,Entire home/apt,222.0,86,334,1.0,1.0,1.0,2,False,2.346352974450639
17518,47181087,Brooklyn,Private room,63.0,12,83,1.0,2.0,1.0,2,True,1.7993405494535817
17520,47181609,Brooklyn,Private room,55.0,12,59,1.0,2.0,1.0,2,True,1.7403626894942439
17524,47239416,Brooklyn,Entire home/apt,92.0,1,299,1.0,1.0,1.0,4,False,1.9637878273455553
17525,47243424,Queens,Entire home/apt,100.0,4,290,1.0,1.0,1.0,2,False,2.0
17526,47250386,Staten Island,Private room,80.0,7,336,1.0,1.0,1.0,1,True,1.9030899869919435
17527,47250831,Staten Island,Private room,80.0,7,365,1.0,1.0,1.0,1,True,1.9030899869919435
17532,46987549,Brooklyn,Entire home/apt,126.0,2,214,1.0,1.0,1.0,3,False,2.100370545117563
17533,46991303,Staten Island,Private room,100.0,1,365,1.0,1.0,1.0,1,False,2.0
17534,46992098,Queens,Private room,54.0,1,364,1.0,1.0,1.0,2,False,1.7323937598229686
17535,46992656,Manhattan,Entire home/apt,310.0,1,364,1.0,1.0,1.0,2,False,2.4913616938342726
17537,46999617,Manhattan,Entire home/apt,120.0,8,337,2.0,1.0,2.0,4,False,2.0791812460476247
17538,47493324,Manhattan,Entire home/apt,199.0,7,27,1.0,1.0,3.0,5,False,2.298853076409707
17539,47496129,Queens,Entire home/apt,85.0,2,135,2.0,1.0,2.0,3,True,1.9294189257142926
17540,47258482,Queens,Entire home/apt,166.0,4,313,2.0,1.0,3.0,5,False,2.220108088040055
17541,47183756,Queens,Private room,90.0,1,291,1.0,1.0,1.0,2,True,1.954242509439325
17543,47197021,Queens,Entire home/apt,90.0,1,166,1.0,1.0,2.0,3,False,1.954242509439325
17551,47267003,Manhattan,Entire home/apt,185.0,3,236,1.0,1.0,2.0,4,True,2.2671717284030137
17552,47269867,Manhattan,Entire home/apt,350.0,1,29,1.0,1.0,1.0,2,False,2.5440680443502757
17553,47272247,Manhattan,Entire home/apt,339.0,1,335,2.0,1.0,2.0,4,False,2.530199698203082
17556,47206059,Queens,Entire home/apt,98.0,4,313,1.0,1.0,2.0,3,False,1.9912260756924949
17557,47210401,Manhattan,Entire home/apt,378.0,1194,255,1.0,1.0,1.0,2,False,2.5774917998372255
17558,47210461,Manhattan,Entire home/apt,541.0,1194,288,2.0,2.0,2.0,4,False,2.7331972651065692
17559,47210471,Manhattan,Entire home/apt,455.0,1194,303,1.0,2.0,1.0,2,False,2.6580113966571126
17560,47214900,Manhattan,Entire home/apt,453.0,1194,238,1.0,2.0,1.0,2,False,2.656098202012832
17561,47276861,Queens,Entire home/apt,476.0,1,364,1.0,1.0,1.0,2,False,2.677606952720493
17564,47510694,Bronx,Entire home/apt,144.0,1,365,1.0,1.0,1.0,3,False,2.1583624920952498
17568,47518840,Brooklyn,Entire home/apt,85.0,2,58,1.0,1.0,2.0,4,False,1.9294189257142926
17572,47277456,Manhattan,Entire home/apt,142.0,1,203,1.0,1.0,1.0,2,True,2.1522883443830563
17573,47281460,Manhattan,Private room,300.0,1,365,1.0,1.0,1.0,2,False,2.4771212547196626
17574,47286267,Staten Island,Private room,90.0,7,364,1.0,1.0,1.0,1,True,1.954242509439325
17578,47537276,Brooklyn,Entire home/apt,140.0,1,89,1.0,1.0,1.0,2,False,2.146128035678238
17580,47547297,Bronx,Private room,43.0,5,80,1.0,3.0,1.0,1,False,1.6334684555795864
17581,47551230,Brooklyn,Private room,53.0,231,30,1.0,1.0,1.0,2,False,1.724275869600789
17583,47553112,Manhattan,Entire home/apt,109.0,7,57,1.0,1.0,2.0,4,False,2.037426497940624
17585,47577248,Brooklyn,Private room,280.0,1,364,2.0,1.0,1.0,4,False,2.4471580313422194
17586,47581594,Brooklyn,Entire home/apt,117.0,1,177,1.0,1.0,2.0,4,False,2.0681858617461617
17587,47582768,Manhattan,Entire home/apt,201.0,86,365,1.0,1.0,1.0,2,False,2.303196057420489
17589,47292906,Brooklyn,Entire home/apt,126.0,1,336,2.0,1.0,3.0,4,False,2.100370545117563
17590,47293776,Queens,Private room,40.0,2,365,1.0,1.0,1.0,1,False,1.6020599913279623
17591,47219783,Manhattan,Entire home/apt,178.0,1,180,2.0,1.0,2.0,2,True,2.250420002308894
17592,47223694,Brooklyn,Private room,56.0,617,335,1.0,1.0,1.0,1,False,1.7481880270062005
17593,47226137,Queens,Entire home/apt,147.0,4,260,2.0,1.0,2.0,4,False,2.167317334748176
17595,47848650,Staten Island,Private room,80.0,7,333,1.0,1.0,1.0,1,True,1.9030899869919435
17596,47848693,Staten Island,Private room,80.0,7,365,1.0,1.0,1.0,1,True,1.9030899869919435
17599,47858654,Staten Island,Entire home/apt,75.0,1,187,3.0,1.0,3.0,6,False,1.8750612633917
17601,47866275,Brooklyn,Entire home/apt,118.0,1,130,1.0,1.0,1.0,2,False,2.0718820073061255
17605,47295606,Queens,Private room,39.0,2,90,1.0,1.0,1.0,2,False,1.591064607026499
17609,47584587,Manhattan,Entire home/apt,241.0,49,5,1.0,1.0,4.0,5,False,2.3820170425748683
17613,47596692,Manhattan,Private room,156.0,7,11,1.0,1.0,2.0,4,False,2.1931245983544616
17614,47703518,Manhattan,Entire home/apt,4000.0,1,179,3.0,3.5,4.0,6,False,3.6020599913279625
17615,47706983,Manhattan,Entire home/apt,185.0,3,201,1.0,1.0,2.0,4,True,2.2671717284030137
17617,47716158,Manhattan,Private room,50.0,1,220,1.0,1.0,2.0,2,True,1.6989700043360187
17618,47720387,Brooklyn,Private room,120.0,3,90,1.0,1.0,1.0,1,False,2.0791812460476247
17619,47728714,Manhattan,Entire home/apt,135.0,47,364,1.0,1.0,2.0,4,False,2.130333768495006
17620,47313887,Manhattan,Entire home/apt,273.0,6,310,3.0,2.0,3.0,7,False,2.436162647040756
17621,47315577,Manhattan,Entire home/apt,253.0,6,335,1.0,1.0,1.0,4,False,2.403120521175818
17622,47316061,Queens,Entire home/apt,119.0,1,348,1.0,1.0,2.0,4,True,2.0755469613925306
17624,47869412,Brooklyn,Entire home/apt,80.0,2,89,1.0,1.0,1.0,2,False,1.9030899869919435
17625,47869588,Manhattan,Entire home/apt,857.0,22,179,4.0,1.0,4.0,9,False,2.932980821923198
17626,47870168,Bronx,Private room,80.0,2,154,1.0,1.0,1.0,1,False,1.9030899869919435
17628,47874401,Queens,Entire home/apt,256.0,1,179,1.0,1.0,2.0,4,False,2.4082399653118496
17633,47729102,Manhattan,Entire home/apt,297.0,236,337,3.0,1.0,3.0,6,False,2.4727564493172123
17636,47737131,Brooklyn,Entire home/apt,135.0,1,150,1.0,1.0,1.0,3,False,2.130333768495006
17643,47316320,Manhattan,Entire home/apt,265.0,6,61,2.0,1.0,2.0,5,False,2.423245873936808
17644,47316506,Brooklyn,Entire home/apt,161.0,1,343,1.0,1.0,1.0,3,True,2.2068258760318495
17647,47333781,Manhattan,Entire home/apt,317.0,9,215,2.0,1.5,2.0,4,False,2.5010592622177517
17652,47887785,Queens,Entire home/apt,185.0,10,365,1.0,1.0,2.0,3,True,2.2671717284030137
17653,47889158,Manhattan,Entire home/apt,139.0,47,357,1.0,1.0,2.0,4,False,2.143014800254095
17654,47890017,Manhattan,Entire home/apt,240.0,1,189,1.0,1.0,2.0,2,False,2.380211241711606
17655,47892276,Manhattan,Entire home/apt,119.0,46,190,2.0,1.0,3.0,4,True,2.0755469613925306
17656,47900810,Brooklyn,Private room,107.0,1,275,1.0,1.0,1.0,2,True,2.0293837776852097
17658,47337463,Brooklyn,Entire home/apt,126.0,1,365,1.0,1.0,1.0,2,False,2.100370545117563
17659,47341575,Brooklyn,Private room,60.0,5,365,1.0,2.5,1.0,2,False,1.7781512503836436
17664,47761307,Manhattan,Entire home/apt,208.0,49,5,1.0,1.0,2.0,3,False,2.3180633349627615
17665,47767712,Queens,Private room,27.0,231,54,1.0,1.0,1.0,1,False,1.4313637641589874
17666,47770897,Manhattan,Entire home/apt,109.0,4,184,1.0,1.0,1.0,2,True,2.037426497940624
17667,47773433,Brooklyn,Entire home/apt,116.0,4,348,2.0,1.0,5.0,5,False,2.0644579892269186
17668,47774203,Brooklyn,Entire home/apt,89.0,4,365,1.0,1.5,2.0,3,False,1.9493900066449128
17669,47783273,Brooklyn,Entire home/apt,190.0,4,238,2.0,1.0,4.0,4,True,2.278753600952829
17670,47348298,Queens,Private room,80.0,42,325,1.0,1.0,1.0,1,True,1.9030899869919435
17672,47355990,Staten Island,Entire home/apt,79.0,2,137,2.0,1.0,3.0,6,True,1.8976270912904414
17673,47356141,Manhattan,Private room,125.0,6,179,1.0,1.0,2.0,2,True,2.0969100130080562
17674,47356150,Manhattan,Entire home/apt,139.0,6,269,1.0,1.0,1.0,5,True,2.143014800254095
17675,47904246,Manhattan,Entire home/apt,180.0,1,40,2.0,1.0,3.0,4,False,2.255272505103306
17676,47906957,Brooklyn,Shared room,55.0,1,126,1.0,1.0,2.0,2,True,1.7403626894942439
17677,47907266,Brooklyn,Entire home/apt,469.0,3,365,3.0,1.0,4.0,6,False,2.6711728427150834
17680,47921311,Queens,Entire home/apt,1095.0,1,89,1.0,1.0,1.0,4,False,3.0394141191761372
17683,47924038,Manhattan,Private room,150.0,48,76,1.0,1.0,1.0,2,False,2.1760912590556813
17684,47933628,Manhattan,Private room,88.0,29,240,1.0,1.0,1.0,1,False,1.9444826721501687
17686,47783561,Manhattan,Private room,81.0,2,146,1.0,1.0,1.0,1,False,1.9084850188786497
17690,47795106,Manhattan,Entire home/apt,150.0,176,201,2.0,1.0,2.0,4,False,2.1760912590556813
17693,47803501,Brooklyn,Private room,37.0,9,355,1.0,1.0,1.0,1,False,1.568201724066995
17694,47803519,Manhattan,Private room,119.0,4,365,1.0,1.0,1.0,2,True,2.0755469613925306
17695,47359500,Manhattan,Entire home/apt,211.0,49,354,1.0,1.0,3.0,6,False,2.3242824552976926
17700,47373382,Queens,Private room,60.0,4,66,1.0,2.0,2.0,2,False,1.7781512503836436
17701,47373389,Manhattan,Entire home/apt,109.0,38,196,1.0,1.0,1.0,2,True,2.037426497940624
17702,47373597,Manhattan,Entire home/apt,164.0,38,291,2.0,1.0,2.0,4,True,2.214843848047698
17704,47938375,Staten Island,Entire home/apt,111.0,1,365,1.0,1.0,1.0,2,False,2.0453229787866576
17705,47939524,Brooklyn,Private room,45.0,12,62,1.0,2.0,1.0,1,True,1.6532125137753437
17708,47942202,Brooklyn,Private room,36.0,5,332,1.0,1.0,1.0,2,False,1.5563025007672873
17709,47944133,Queens,Private room,68.0,10,118,1.0,1.5,1.0,2,True,1.8325089127062364
17711,47964241,Manhattan,Entire home/apt,452.0,86,365,3.0,1.0,3.0,6,False,2.655138434811382
17718,47808900,Queens,Private room,80.0,1,287,1.0,1.0,1.0,2,False,1.9030899869919435
17719,47812540,Queens,Private room,57.0,3,89,1.0,1.0,1.0,1,True,1.7558748556724915
17723,47825830,Brooklyn,Entire home/apt,176.0,1,364,3.0,3.0,3.0,6,False,2.24551266781415
17725,47395232,Manhattan,Entire home/apt,136.0,7,48,1.0,1.0,2.0,4,False,2.1335389083702174
17726,47396746,Manhattan,Entire home/apt,109.0,7,50,1.0,1.0,2.0,4,False,2.037426497940624
17727,47397326,Manhattan,Entire home/apt,109.0,7,63,1.0,1.0,2.0,4,False,2.037426497940624
17728,47402779,Staten Island,Entire home/apt,85.0,3,365,2.0,1.0,2.0,5,False,1.9294189257142926
17729,47410952,Manhattan,Entire home/apt,198.0,93,275,1.0,1.0,1.0,4,False,2.296665190261531
